Kode,Uraian,Nilai_Jumlah,Nilai_Rupiah,Mutasi_Masuk,Mutasi_Keluar,Mutasi_Jumlah,Jumlah,Rupiah,Tahun,Rata2_Mutasi_Keluar,Prioritas,Flow_Category
340,"Carbide End Mills NACHI VG Mills Four Flutes, 6.0 x 4 S4 , dia.: 6 mm, Overall Length : 50 mm, Length of Cut : 13 mm",0,0,1.0,0,1,1,377400,2023,0.0,0,1
341,"Makita Ls1040 Aluminum Alloy Saw Blade 10 Inch X100tx25.4 Electric Saw Blade A-81614255 x 2.6 x 25,4 mm A-81614",0,0,1.0,0,1,1,2286600,2023,0.0,0,1
342,"Endmill Ballnose R3x6Dx50L 2 flute, HRC55 Carbide, Coating: TiAIN, Material: Tungsten Cobalt Alloy",0,0,9.0,0,9,9,1298700,2023,0.0,0,1
343,"Batu Gerinda Hijau 8"" Norton39C120-KVK | 39C100-KVK | 39C80-KVK Size : 8"" Tebal : 1?",0,0,1.0,0,1,1,138750,2023,0.0,0,1
344,"End mill 2x4Dx50L4 flute, HRC65 Carbide, Coating: TICN, Material: Tungsten Cobalt Alloy",0,0,9.0,0,9,9,1498500,2023,0.0,0,1
345,"End mill 3x4Dx50L4 flute, HRC65 Carbide, Coating: TICN, Material: Tungsten Cobalt Alloy",0,0,9.0,0,9,9,1498500,2023,0.0,0,1
346,"Endmill Ballnose R2x4Dx50L2 flute, HRC55 Carbide, Coating: TiAIN, Material: Tungsten Cobalt Alloy",0,0,9.0,0,9,9,949050,2023,0.0,0,1
347,Batu Gurinda Mangkok Kinik Straight Cup Pa 60kv6a Size 125x60x16-Batu Gerinda Asah Hs,0,0,1.0,0,1,1,356310,2023,0.0,0,1
348,"PegasTamaka Springs OD: 11,5mm Tebal Kawat: 1,5mm Panjang Total: 70mm (7cm) Panjang Badan:",0,0,2.0,0,2,2,577200,2023,0.0,0,1
170,Pensil 2B,0,0,576.0,199,377,377,502164,2023,251.0,0,2
1,"Bolpoint BPTP G1 0,7 Gel Biru",0,0,288.0,251,37,37,275169,2023,217.0,1,2
2,Spidol Permanent Hijau,120,0,0.0,12,-12,108,516780,2023,10.5,0,1
15,Bolpoint Boxy,0,0,144.0,134,10,10,127650,2023,124.0,1,2
17,Bolpoint BPTP G1 0.7 Gel Hitam,17,0,432.0,400,32,49,364413,2023,296.5,1,2
18,Bolpoint Jeller   Faster CX 606 Biru,12,0,626.0,571,55,67,118992,2023,451.0,1,2
19,Bolpoint Jeller   Faster CX 606 Hitam,123,0,770.0,860,-90,33,58608,2023,638.5,1,2
20,Bolpoint Jeller   Faster CX 606 Merah,51,0,0.0,38,-38,13,32175,2023,63.0,1,1
71,Isi Bolpoint Pentel Biru,0,0,20.0,0,20,20,384000,2023,0.0,0,1
169,Spidol Kecil Hijau,95,0,0.0,14,-14,81,98010,2023,14.0,0,1
171,Spidol Kecil Biru,41,0,0.0,25,-25,16,19360,2023,25.0,1,1
173,Spidol Kecil Merah,74,0,0.0,24,-24,50,60500,2023,24.0,0,1
174,Spidol Permanent Biru,41,0,60.0,23,37,78,392490,2023,22.0,0,2
175,Spidol Permanent Hitam,87,0,60.0,92,-32,55,280830,2023,92.0,1,2
176,Spidol Permanent Merah,119,0,0.0,12,-12,107,511995,2023,11.5,0,1
177,Spidol Transparant OHP F,15,0,0.0,9,-9,6,47520,2023,9.0,1,1
178,Spidol Transparant OHP M,53,0,0.0,4,-4,49,388080,2023,12.5,0,1
179,Spidol White Board Biru,115,0,290.0,356,-66,49,380730,2023,354.0,1,2
180,Spidol White Board Hijau,80,0,290.0,200,90,170,1811520,2023,200.0,1,2
181,Spidol White Board Hitam,45,0,460.0,463,-3,42,326340,2023,526.5,1,2
182,Spidol White Board Merah,84,0,290.0,279,11,95,718170,2023,257.5,1,2
183,Stabilo Boss,304,0,0.0,107,-107,197,1371711,2023,86.5,0,1
282,Tinta Stempel Biru,19,0,0.0,5,-5,14,323400,2023,5.0,0,1
293,Bolpoint Pentel Hitam,30,0,0.0,28,-28,2,165390,2023,28.0,1,1
294,Isi Bolpoint Pentel Hitam,0,0,20.0,0,20,20,384000,2023,0.0,0,1
588,Tinta Stempel Hitam,38,0,0.0,0,0,38,1254000,2023,1.5,0,0
591,Tinta Stempel Ungu,23,0,0.0,4,-4,19,438900,2023,8.0,0,1
55,Clip Paper Kecil No. 3,115,0,0.0,102,-102,13,23088,2023,102.0,1,1
56,Clip Paper Jumbo No. 5,232,0,0.0,37,-37,195,611325,2023,44.5,0,1
58,Clip Yus Binder No. 111,114,0,0.0,64,-64,50,220000,2023,52.5,1,1
59,Clip Yus Binder No. 155,206,0,0.0,37,-37,169,1022450,2023,33.0,0,1
60,Clip Yus Binder No. 200,27,0,0.0,18,-18,9,94050,2023,10.5,1,1
61,Clip Yus Binder No. 260,121,0,0.0,23,-23,98,1606220,2023,16.0,0,1
1,Cleaner liquid SPOTCHECK SKC-S,0,0,1.0,0,1,1,63270,2023,0.5,0,1
2,Penetrant liquid SPOTCHECK SKC-S,0,0,1.0,0,1,1,94350,2023,0.0,0,1
3,Developer liquid SPOTCHECK SKC-S,0,0,1.0,0,1,1,92019,2023,0.0,0,1
133,Tipp - Ex   Corection Pen,0,0,48.0,37,11,11,59829,2023,46.0,1,2
147,Penghapus Papan Tulis Kapur,224,0,0.0,13,-13,211,464200,2023,32.5,0,1
148,Penghapus Papan Tulis Spidol,63,0,0.0,59,-59,4,22644,2023,42.5,1,1
191,Setip Pensil,305,0,0.0,37,-37,268,442200,2023,94.5,0,1
23,Buku Agenda,63,0,0.0,3,-3,60,580800,2023,3.5,0,1
34,Buku Tulis Folio,62,0,0.0,47,-47,15,211200,2023,36.0,1,1
35,Buku Tulis Kwarto,60,0,0.0,35,-35,25,184250,2023,36.0,1,1
36,Buku Ekspedisi Panjang,40,0,0.0,4,-4,36,675180,2023,8.5,0,1
37,Buku Tamu,24,0,0.0,0,0,24,319440,2023,1.5,0,0
1,Stop Map Logo PENS,405,0,0.0,399,-399,6,36300,2023,399.0,1,1
2,Plastik File / PP Pocket A4,29,0,50.0,34,16,45,1438560,2023,51.5,1,2
3,Plastik File / PP Pocket F4,5,0,110.0,79,31,36,942168,2023,94.5,1,2
55,Map Ijazah,1739,0,1250.0,1884,-634,1105,26520000,2023,1414.5,1,2
132,Map Transparant,36,0,1115.0,966,149,185,533910,2023,697.0,1,2
133,Map Transparant Kantong ( Clear Bag AC-06 ),530,0,100.0,284,-184,346,1221120,2023,309.0,0,2
137,Ordner Binder Bantex A4 1450,46,0,0.0,29,-29,17,514250,2023,29.0,1,1
138,Ordner Binder Bantex Folio 1465,7,0,315.0,273,42,49,1748805,2023,417.0,1,2
141,Ordner Folio Teka,145,0,0.0,30,-30,115,2087250,2023,15.0,0,1
215,Box File 1M - 1806 J,0,0,96.0,47,49,49,1724163,2023,37.5,0,2
271,Stop Map,477,0,0.0,132,-132,345,497835,2023,184.0,0,1
273,Map Transparan  Model L  Daiichi,216,0,1180.0,1298,-118,98,195804,2023,1261.5,1,2
274,Clear Holder CD 40 Uk Folio,86,0,10.0,13,-3,83,1818291,2023,26.5,0,2
142,Penggaris Mika 20 Cm,41,0,0.0,2,-2,39,128700,2023,8.5,0,1
143,Penggaris Mika 30 Cm,109,0,0.0,8,-8,101,246642,2023,13.0,0,1
144,Penggaris Mika 50 Cm,62,0,0.0,1,-1,61,268400,2023,0.5,0,1
145,Penggaris Mika 60 Cm,121,0,0.0,0,0,121,665500,2023,2.5,0,0
146,Penggaris Plat 30 Cm,113,0,0.0,19,-19,94,239982,2023,19.0,0,1
147,Penggaris Plat 60 Cm,117,0,0.0,19,-19,98,739704,2023,10.0,0,1
62,Cutter Besar ( L-500 ),48,0,0.0,47,-47,1,14874,2023,47.0,1,1
63,Cutter Kecil ( A-300 ),2,0,36.0,35,1,3,17316,2023,43.0,1,2
65,Dispenser Tape Cutter Kecil,50,0,0.0,10,-10,40,748000,2023,6.5,0,1
69,Gunting Besar,103,0,0.0,71,-71,32,333888,2023,71.0,1,1
70,Gunting Kecil,68,0,24.0,90,-66,2,14652,2023,90.0,1,2
150,Perverator No. 40,23,0,0.0,1,-1,22,682440,2023,5.0,0,1
151,Perverator No. 85,18,0,0.0,4,-4,14,600600,2023,5.0,0,1
172,Ongotan Pensil,8,0,24.0,14,10,18,1494504,2023,13.5,0,2
14,Lem Stick Bantex Besar,12,0,0.0,7,-7,5,72875,2023,7.0,1,1
114,Lagban OPP Coklat,1,0,15.0,1,14,15,208125,2023,29.5,1,2
115,Lagban OPP Transparant,71,0,0.0,68,-68,3,41625,2023,68.0,1,1
116,Lagban Double Tape 1 Cm,93,0,0.0,55,-55,38,158840,2023,87.0,1,1
117,Lagban Double Tape 2 Cm,63,0,0.0,48,-48,15,127050,2023,67.0,1,1
118,"Lagban Linier 1,5 inci",97,0,0.0,85,-85,12,118800,2023,66.5,1,1
119,Lagban Linier 2 inci,91,0,0.0,74,-74,17,254745,2023,88.5,1,1
121,Lem Castol,113,0,0.0,36,-36,77,482867,2023,31.5,0,1
123,Lem Kertas Cair,23,0,0.0,11,-11,12,49500,2023,26.0,1,1
192,Cellotape Besar 1 2,50,0,0.0,48,-48,2,6326,2023,58.0,1,1
193,Cellotape Besar 1,25,0,15.0,39,-24,1,6993,2023,39.0,1,2
195,Lem Stick UHU Besar,42,0,0.0,41,-41,1,30250,2023,31.0,1,1
196,Post It Notes Kecil,41,0,20.0,59,-39,2,12210,2023,59.0,1,2
199,Cellotape Kecil 1 2,68,0,15.0,79,-64,4,5328,2023,79.0,1,2
200,Post it kecil warna warni,150,0,0.0,126,-126,24,132000,2023,112.0,1,1
212,Lem Stick UHU Kecil,38,0,0.0,35,-35,3,31680,2023,42.5,1,1
219,Scotch Magic Tape,25,0,0.0,1,-1,24,990000,2023,1.0,0,1
76,Isi Staples 12L   13,70,0,0.0,0,0,70,1123500,2023,1.0,0,0
77,Isi Staples 12L   15,121,0,0.0,0,0,121,2136255,2023,1.0,0,0
78,Isi Staples 12L   17,108,0,0.0,0,0,108,2022300,2023,1.0,0,0
79,Isi Staples Besar HD3 - 1M,35,0,60.0,20,40,75,161130,2023,36.5,0,2
80,Isi Staples Kecil HD10 - 1M,2933,0,0.0,319,-319,2614,5149580,2023,312.5,0,1
184,Remover Max RZ - A,71,0,0.0,3,-3,68,1858780,2023,3.0,0,1
185,Stapler Besar HD  - 50,34,0,0.0,13,-13,21,1386000,2023,10.0,0,1
186,Stapler Kecil HD - 10,75,0,0.0,72,-72,3,48951,2023,60.0,1,1
2,Tempat CD Tabung,54,0,0.0,2,-2,52,986700,2023,4.0,0,1
3,Stcker Label Nama No 127,35,0,25.0,58,-33,2,9990,2023,58.0,1,2
4,Kertas Stiker HVS A4,0,0,10.0,0,10,10,205350,2023,4.0,0,1
11,Bantalan Stempel Besar,8,0,0.0,0,0,8,433400,2023,0.5,0,0
12,Bantalan Stempel Kecil,6,0,0.0,5,-5,1,25850,2023,5.0,1,1
13,Bantalan Stempel Sedang,27,0,0.0,5,-5,22,750200,2023,6.5,0,1
81,Kalkulator 12 Digit,14,0,0.0,10,-10,4,492800,2023,13.5,1,1
158,Stempel Tanggal,5,0,0.0,3,-3,2,66000,2023,3.0,1,1
188,Sticker CD -R Blank,58,0,0.0,4,-4,54,831600,2023,2.0,0,1
189,Sticker Label Harga,67,0,0.0,18,-18,49,323400,2023,25.0,0,1
191,Tempat CD - R Blank,213,0,0.0,30,-30,183,442860,2023,16.0,0,1
192,Tempat Pensil,7,0,24.0,13,11,18,559440,2023,17.0,0,2
201,Letter Tray (rak dokumen susun),16,0,0.0,7,-7,9,940500,2023,10.5,1,1
228,Paku Jarum Pentol Papan Tulis,54,0,0.0,10,-10,44,169400,2023,7.5,0,1
1,Kertas SK PENS,13,0,0.0,0,0,13,1644500,2023,3.5,0,0
2,Kertas HVS F4 Warna Biru,10,0,0.0,3,-3,7,404250,2023,4.5,0,1
3,Kertas HVS F4 Warna Kuning,12,0,0.0,1,-1,11,635250,2023,1.5,0,1
4,Kertas HVS F4 Warna Merah,9,0,0.0,2,-2,7,404250,2023,1.0,0,1
5,Kertas HVS F4 Warna Hijau,12,0,0.0,2,-2,10,577500,2023,2.0,0,1
6,Kertas SK PENS F4,7,0,0.0,0,0,7,985600,2023,0.0,0,0
93,Kertas A3 70 Gr. ( D.F. Polos ),107,0,0.0,20,-20,87,7321050,2023,14.0,0,1
96,Kertas A4 80 Gr.,0,0,180.0,150,30,30,1711620,2023,150.0,1,2
100,Kertas HVS D.F. Bergaris,147,0,0.0,15,-15,132,11616000,2023,15.0,0,1
101,Kertas HVS F4 70 Gr. ( Folio ),35,0,60.0,81,-21,14,795648,2023,108.5,1,2
103,Kertas HVS Warna Hijau,22,0,0.0,6,-6,16,915200,2023,3.5,0,1
105,Kertas HVS Warna Merah,67,0,0.0,3,-3,64,3660800,2023,7.5,0,1
106,Kertas HVS Warna Merah Muda,61,0,0.0,0,0,61,2339960,2023,5.0,0,0
2,"Art Paper 75gr Art paper white 85 90gr, potong A3+",0,0,4.0,0,4,4,479520,2023,0.0,0,1
4,Lyra Sketch Book A3 (isi 30),0,0,1.0,0,1,1,14374,2023,0.5,0,1
5,Pembatas Kertas Besi,36,0,0.0,19,-19,17,467500,2023,19.0,1,1
286,Blangko Ijasah Kemdikbud Ristek,0,0,1399.0,0,1399,1399,43480920,2023,0.0,0,1
287,Blangko Transkrip Kemdikbut Ristek,0,0,1399.0,0,1399,1399,38822250,2023,0.0,0,1
289,"Blangko Ijasah, Ukuran 297 x 210 mm, Landscape Kertas 230 gram m2, warna broken white",4312,0,0.0,1436,-1436,2876,85148300,2023,890.0,0,1
290,"Blangko Transkrip Nilai, Ukuran 297 x 210 mm, Landscape Kertas 125 gram m2, warna broken white",4502,0,0.0,1788,-1788,2714,69009200,2023,1062.5,0,1
291,Blanko SKPI,0,0,5.0,0,5,5,1400000,2023,0.0,0,1
85,Kaver Bufalo Hijau,4,0,5.0,6,-1,3,89910,2023,6.0,1,2
86,Kaver Bufalo Kuning,3,0,5.0,5,0,3,89910,2023,5.0,1,2
87,Kaver Bufalo Merah,3,0,5.0,1,4,7,204850,2023,3.0,0,2
88,Kaver Bufalo Merah Muda,7,0,0.0,0,0,7,192500,2023,0.0,0,0
89,Kaver Bufalo Orange,4,0,5.0,5,0,4,119880,2023,5.5,1,2
90,Kaver Bufalo Ungu,5,0,0.0,3,-3,2,49500,2023,3.5,1,1
91,Kaver Mika,0,0,24.0,5,19,19,776112,2023,2.5,0,2
92,Kaver Plastik Nanya 013 AS,0,0,4.0,0,4,4,1687200,2023,0.0,0,1
120,Laminating Folio,40,0,0.0,2,-2,38,3979360,2023,1.0,0,1
1,Amplop Kabinet Kecil Merpati Uk.70x110 mm,41,0,0.0,18,-18,23,182160,2023,14.0,0,1
2,Amplop Kabinet Panjang 90 (Merpati) bukaan atas uk.110x230mm,197,0,0.0,70,-70,127,2889885,2023,81.5,0,1
3,Amplop Kabinet Pendek 110  PPS + security Cuts uk.114x162mm,274,0,0.0,17,-17,257,3392400,2023,14.5,0,1
4,Amplop Kabinet Standart + Security Cuts 104 uk.95x152mm,157,0,0.0,21,-21,136,1944800,2023,23.5,0,1
5,Amplop Kasing Airmail 312,314,0,0.0,20,-20,294,102900,2023,12.5,0,1
7,Amplop Kasing Folio ( D ) uk.24x36 cm,42,0,0.0,1,-1,41,1804000,2023,2.5,0,1
9,Amplop Kasing Kecil ( B ) uk.12x28 cm,23,0,0.0,3,-3,20,880000,2023,2.5,0,1
10,Amplop Kasing Kwarto ( C ) uk.18x28 cm,1825,0,0.0,0,0,1825,965425,2023,12.5,0,0
18,Amplop Kasing Ukuran Ekstra Folio,129,0,0.0,5,-5,124,5115000,2023,5.0,0,1
19,Amplop Kop PENS Panjang Putih,44,0,0.0,26,-26,18,2397600,2023,26.0,1,1
20,Amplop Kop PENS F4,98,0,0.0,7,-7,91,13928000,2023,6.5,0,1
21,Amplop Kop PENS A4,92,0,0.0,8,-8,84,12624000,2023,11.0,0,1
22,Amplop Kop PENS Kwarto uk 180x208 mm,14,0,0.0,0,0,14,1424500,2023,1.0,0,0
23,Amplop Kop PENS Extra Folio,67,0,0.0,3,-3,64,10039700,2023,2.5,0,1
24,Amplop KOP PENS 1 2 Folio,25,0,0.0,0,0,25,3245000,2023,0.0,0,0
1,Kertas Kop A4 PENS 80gsm,43,0,0.0,5,-5,38,5483400,2023,20.0,0,1
2,Kertas Kop F4 PENS 80gsm,57,0,0.0,9,-9,48,7459200,2023,10.5,0,1
99,Kertas Fax 210 X 30,81,0,0.0,3,-3,78,1455636,2023,1.5,0,1
114,Kertas Warna Conqueror,280,0,10.0,220,-210,70,274800,2023,145.0,1,2
213,Master Riso S-4247,17,0,0.0,4,-4,13,15730000,2023,4.0,0,1
228,Tinta Spidol Permanent Biru,18,0,0.0,0,0,18,108000,2023,1.0,0,0
229,Tinta Spidol Permanent Hitam,6,0,0.0,0,0,6,36000,2023,0.0,0,0
231,Tinta Spidol White Board Biru,20,0,0.0,18,-18,2,31460,2023,18.0,1,1
232,Tinta Spidol White Board Hijau,24,0,0.0,15,-15,9,141570,2023,15.0,1,1
234,Tinta Spidol White Board Merah,20,0,0.0,16,-16,4,62920,2023,16.0,1,1
235,Master Riso S-2632,14,0,0.0,4,-4,10,11000000,2023,4.0,0,1
236,Tinta Riso S-4841,6,0,0.0,3,-3,3,1567500,2023,3.0,0,1
237,Tinta Riso S-4251,11,0,0.0,3,-3,8,4400000,2023,3.5,0,1
2,Tinta INKTEC BROTHER  Black,1,0,0.0,0,0,1,247500,2023,0.0,0,0
3,Tinta INKTEC BROTHER Cyan,1,0,0.0,0,0,1,247500,2023,0.0,0,0
4,Tinta INKTEC BROTHER Magenta,1,0,0.0,0,0,1,247500,2023,0.0,0,0
5,Tinta INKTEC BROTHER Yellow,1,0,0.0,0,0,1,247500,2023,0.0,0,0
6,Toner Laserjet HP CF 400A,8,0,0.0,0,0,8,8140000,2023,1.5,0,0
7,Toner Laserjet HP CF 401A,8,0,0.0,0,0,8,8140000,2023,1.5,0,0
8,Toner Laserjet HP CE/F 402A,8,0,0.0,0,0,8,8140000,2023,1.5,0,0
9,Toner Laserjet HP CF 403A,8,0,0.0,0,0,8,8140000,2023,1.5,0,0
10,Toner Laserjet HP W2120A Black,0,0,7.0,4,3,3,9823500,2023,2.5,0,2
11,Toner Laserjet HP W2121A Cyan,1,0,5.0,1,4,5,20091000,2023,1.0,0,2
12,Toner Laserjet HP W2122A Kuning,1,0,5.0,1,4,5,20091000,2023,1.5,0,2
13,Toner Laserjet HP W2123A Magenta,1,0,5.0,1,4,5,20091000,2023,2.0,0,2
14,Toner Laserjet HP W2040A Black,2,0,6.0,4,2,4,5994000,2023,3.5,0,2
15,Toner Laserjet HP W2041A Cyan,2,0,4.0,1,3,5,8802300,2023,1.5,0,2
16,Toner Laserjet HP W2042A Yellow,2,0,4.0,2,2,4,7636800,2023,1.5,0,2
17,Toner Laserjet HP W2043A Magenta,2,0,4.0,1,3,5,8802300,2023,1.5,0,2
18,Toner Fotocopy NPG 68 Black,5,0,0.0,3,-3,2,3996000,2023,1.5,0,1
19,Tinta Epson T-143 All Colour(ULP),0,0,12.0,0,12,12,2144520,2023,0.0,0,1
20,Tinta Epson T-143 Black (ULP),0,0,7.0,0,7,7,1616160,2023,0.0,0,1
73,Cartridge Canon PGI-820 Black,5,0,0.0,0,0,5,797500,2023,0.0,0,0
74,Cartridge Canon PGI-821 Black,5,0,0.0,0,0,5,742500,2023,0.0,0,0
78,Cartridge Canon CLI-821 Black,2,0,0.0,0,0,2,308000,2023,0.0,0,0
200,Cartridge Epson TO 851N Black,3,0,3.0,3,0,3,372960,2023,1.5,0,2
201,Cartridge Epson To 852N  Cyan,4,0,0.0,2,-2,2,242424,2023,1.0,0,1
202,Cartridge Epson TO 853N  Magenta,4,0,0.0,2,-2,2,242424,2023,1.0,0,1
203,cartridge Epson TO 854N Yellow,4,0,0.0,2,-2,2,242424,2023,1.0,0,1
204,Cartridge Epson TO 855N Light Cyan,4,0,1.0,2,-1,3,366744,2023,1.0,0,2
205,Cartridge Epson TO 856N Light Magenta,4,0,0.0,2,-2,2,242424,2023,1.0,0,1
320,Toner Laserjet HP CB435A   P1006,4,0,27.0,25,2,6,4329000,2023,25.0,1,2
321,Toner Laserjet HP Q7553A,9,0,0.0,0,0,9,8167500,2023,0.0,0,0
322,Toner Laserjet HP Q2612A,8,0,10.0,11,-1,7,5050500,2023,11.0,1,2
330,Toner Cartridge panasonic KX-FA 83,8,0,0.0,0,0,8,880000,2023,0.0,0,0
385,Toner Fotocopy Canon NPG - 25,18,0,0.0,4,-4,14,17193330,2023,4.0,0,1
387,Toner Fotocopy Canon NPG - 32,27,0,0.0,4,-4,23,19639125,2023,4.0,0,1
409,Tinta Photo Ink Epson Yellow,1,0,0.0,0,0,1,73260,2023,0.0,0,0
411,Tinta Photo Ink Epson Cyan,2,0,0.0,0,0,2,146520,2023,0.0,0,0
412,Tinta Photo Ink Epson Light Magenta,5,0,0.0,0,0,5,366300,2023,0.5,0,0
413,Tinta Photo Ink Epson Light Cyan,9,0,0.0,0,0,9,659340,2023,1.0,0,0
417,Toner Cartridge HP Laserjet CB 436A ( Black),19,0,0.0,0,0,19,13585000,2023,1.0,0,0
418,Tinta Refill Platinum Cyan 100ml,3,0,0.0,1,-1,2,91300,2023,0.5,0,1
419,Tinta Refill Platinum Light Cyan 100ml,8,0,0.0,0,0,8,365200,2023,0.0,0,0
420,Tinta Refill Platinum Magenta 100ml,3,0,0.0,1,-1,2,91300,2023,0.5,0,1
421,Tinta Refill Platinum Black 100ml,10,0,0.0,1,-1,9,346500,2023,0.5,0,1
422,Tinta Refill Platinum Light Magenta 100ml,5,0,0.0,0,0,5,228250,2023,1.5,0,0
423,Tinta Refill Platinum Yellow 100ml,2,0,0.0,1,-1,1,45650,2023,1.0,0,1
428,Toner Laserjet HP CE 278A,10,0,0.0,1,-1,9,7485000,2023,2.0,0,1
429,HP Toner CE 320A Black,0,0,5.0,3,2,2,1443000,2023,3.0,1,2
430,HP Toner CE 321A Cyan,0,0,5.0,2,3,3,2164500,2023,2.0,0,2
431,HP Toner CE 322A Yellow,0,0,5.0,1,4,4,2886000,2023,1.0,0,2
432,HP Toner CE 323A Magenta,0,0,5.0,3,2,2,1443000,2023,3.0,1,2
444,Toner Laserjet HP CC 530A Black,1,0,0.0,0,0,1,1089000,2023,0.0,0,0
445,Toner Laserjet HP CC 531A Blue,1,0,0.0,0,0,1,1089000,2023,0.0,0,0
446,Toner Laserjet HP CC 532A Yellow,1,0,0.0,0,0,1,1089000,2023,0.0,0,0
447,Toner Laserjet HP CC 533A Red,1,0,0.0,0,0,1,1089000,2023,0.0,0,0
448,Tinta Epson T6641 BK (Black),0,0,110.0,72,38,38,3479850,2023,72.0,1,2
449,Tinta Epson T6642 C (Cyan),58,0,0.0,43,-43,15,1373625,2023,43.0,1,1
450,Tinta Epson T6643 M (Magenta),59,0,0.0,42,-42,17,1556775,2023,42.0,1,1
451,Tinta Epson T6644 Y (Yellow),60,0,4.0,40,-36,24,2208900,2023,40.0,1,2
452,Cartridge Canon Pixma PG 810 (Hitam),0,0,10.0,5,5,5,1308135,2023,5.5,1,2
453,Cartridge Canon Pixma CL 811 (Colour),0,0,9.0,3,6,6,1980240,2023,5.0,0,2
462,Cartridge HP 950XL Black,10,0,0.0,7,-7,3,1303500,2023,7.0,1,1
466,Toner HP Laserjet CE310A Black,2,0,5.0,2,3,5,3996000,2023,2.0,0,2
468,Toner HP Laserset CE 311A Cyan,4,0,0.0,2,-2,2,1122000,2023,2.0,0,1
469,Toner HP Laserjet CE312A Yellow,6,0,0.0,2,-2,4,2244000,2023,2.0,0,1
470,Toner HP Laserjet CE313A Magenta,5,0,0.0,2,-2,3,1650000,2023,2.0,0,1
472,Cartridge HP Officejet C4936A Black,25,0,0.0,0,0,25,5692500,2023,0.0,0,0
473,Cartrigde HP Officejet C4937A Cyan,14,0,0.0,0,0,14,2379300,2023,0.0,0,0
474,Cartridge HP Officejet C4938A Magenta,14,0,0.0,0,0,14,2379300,2023,0.0,0,0
475,Cartridge HP Officejet C4939A Yellow,14,0,0.0,0,0,14,2379300,2023,0.0,0,0
477,Tinta Epson T 6732 Cyan,10,0,0.0,0,0,10,1485000,2023,0.5,0,0
478,Tinta Epson T 6733 Magenta,10,0,0.0,0,0,10,1485000,2023,2.5,0,0
479,Tinta Epson T 6734 Yellow,12,0,0.0,0,0,12,1782000,2023,1.5,0,0
480,Tinta Epson T 6735 Light Cyan,13,0,0.0,0,0,13,1930500,2023,0.5,0,0
481,Tinta Epson T 6736 Light Magenta,14,0,0.0,0,0,14,2079000,2023,0.0,0,0
485,Cartridge HP 704 Black CN 692AA,4,0,0.0,2,-2,2,270600,2023,1.0,0,1
489,Toner Laserjet  HP CE 410A (Black),14,0,0.0,1,-1,13,11797500,2023,0.5,0,1
490,Toner Laserjet HP CE 411A (Cyan),5,0,0.0,1,-1,4,3630000,2023,0.5,0,1
491,Toner Laserjet HP CE 412A ( Yellow),5,0,0.0,1,-1,4,2860000,2023,1.0,0,1
492,Toner Laserjet HP CE 413A (Magenta),9,0,0.0,1,-1,8,7260000,2023,1.0,0,1
494,K-Sun Labeling Tape Cartrigde Black ink Green tape 24mm  224 BG,1,0,0.0,0,0,1,687500,2023,0.0,0,0
495,K-Sun Labeling Tape Cartridge  Blank Ink Red  tape  24mm 224 BR,1,0,0.0,0,0,1,687500,2023,0.0,0,0
498,K-Sun Shrink Tube Cartridge AWG 12-18 Black White 205 STBW,1,0,0.0,0,0,1,797500,2023,0.0,0,0
499,K-Sun Shrink Tube Cartridge AWG 10-16 Black White 208 STBW,1,0,0.0,0,0,1,797500,2023,0.0,0,0
500,Toner Panasonic KX-FAT 410E,8,0,0.0,2,-2,6,6270000,2023,1.0,0,1
508,Cartridge HP 46 Black,2,0,0.0,0,0,2,235400,2023,0.0,0,0
509,Cartridge HP 46 Three Colour,3,0,0.0,0,0,3,353100,2023,0.0,0,0
518,Cartridge HP 920XL Black,17,0,0.0,14,-14,3,894300,2023,14.0,1,1
519,Cartridge HP 920XL Cyan,13,0,0.0,8,-8,5,737000,2023,8.0,1,1
520,Cartridge HP 920XL Magenta,13,0,0.0,6,-6,7,1031800,2023,3.0,0,1
521,Cartridge HP 920XL Yellow,13,0,0.0,6,-6,7,1031800,2023,5.5,0,1
522,Cartridge HP 802 Hitam,9,0,0.0,6,-6,3,363000,2023,3.0,0,1
555,Toner Foto Copy Cannon NPG 28,9,0,0.0,3,-3,6,2874960,2023,3.0,0,1
556,Toner Foto Copy Cannon NPG 51,8,0,0.0,5,-5,3,2970000,2023,5.0,1,1
565,Toner Laserjet CF 350A Black,1,0,3.0,0,3,4,3490500,2023,0.5,0,1
566,Toner Laserjet CF 351A Cyan,1,0,0.0,0,0,1,660000,2023,0.0,0,0
568,Toner Laserjet CF 353A Magenta,1,0,0.0,0,0,1,660000,2023,0.0,0,0
599,Cartridge Epson 143 Black,11,0,0.0,10,-10,1,222263,2023,9.5,1,1
600,Cartridge Epson 141 Magenta,10,0,0.0,6,-6,4,484000,2023,3.5,0,1
601,Cartridge Epson 141 Cyan,9,0,0.0,6,-6,3,363000,2023,3.0,0,1
602,Cartridge Epson 141 Yellow,10,0,0.0,6,-6,4,484000,2023,3.5,0,1
608,Tinta Epson T 7921 Black,4,0,0.0,0,0,4,3740000,2023,0.0,0,0
609,Tinta Epson T 7922 Cyan,6,0,0.0,0,0,6,5610000,2023,0.0,0,0
610,Tinta Epson T 7923 Magenta,6,0,0.0,0,0,6,5610000,2023,0.0,0,0
611,Tinta Epson T 7924 (Yellow),6,0,0.0,0,0,6,5610000,2023,0.0,0,0
